unix_time,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown,
4330441389468,,,,-1.3682133,-0.09431787,-0.45669842,,,,,,,,,,,,,,,,,,,,,,,,
4330441389468,,,,,,,,,,321.9379,-0.9812227,1.5126209,,,,,,,,,,,,,,,,,,
4330458631899,0.03401184,0.1738739,9.554077,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330458631899,,,,,,,,,,,,,13.552856,15.562439,-42.736816,,,,,,,,,,,,,,,
4330458631899,,,,,,,-0.017196655,-0.04034424,-0.0116119385,,,,,,,,,,,,,,,,,,,,,
4330461164858,,,,,,,,,,322.11096,-0.9689079,1.5358628,,,,,,,,,,,,,,,,,,
4330461164858,,,,-0.051041633,0.029064432,0.14944458,,,,,,,,,,,,,,,,,,,,,,,,
4330458631899,,,,,,,,,,,,,,,,,,,,,,,1024.3828,,,,,,,
4330478773501,0.37254333,0.11959839,9.693512,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330480970767,,,,0.12880474,-0.044696257,0.21397114,,,,,,,,,,,,,,,,,,,,,,,,
4330478773501,,,,,,,-0.01977539,-0.037399292,0.092163086,,,,,,,,,,,,,,,,,,,,,
4330478773501,,,,,,,,,,,,,12.812805,15.629578,-43.71643,,,,,,,,,,,,,,,
4330480970767,,,,,,,,,,321.94965,-0.9395184,1.5990064,,,,,,,,,,,,,,,,,,
4330498915103,0.34614563,-0.37727356,9.549973,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330498915103,,,,,,,,,,,,,12.684631,15.611267,-43.844604,,,,,,,,,,,,,,,
4330498915103,,,,,,,-0.057937622,-0.23332214,-0.069488525,,,,,,,,,,,,,,,,,,,,,
4330492201235,,,,,,,,,,,,,,,,,,,,,,,1024.387,,,,,,,
4330500746157,,,,0.0481939,-0.56296587,0.047020912,,,,,,,,,,,,,,,,,,,,,,,,
4330500746157,,,,,,,,,,321.81165,-0.8205793,1.7693973,,,,,,,,,,,,,,,,,,
4330519056704,0.34350586,0.5514984,9.369232,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330519056704,,,,,,,-0.16662598,-0.12384033,-0.40515137,,,,,,,,,,,,,,,,,,,,,
4330519056704,,,,,,,,,,,,,11.291504,16.699219,-44.602966,,,,,,,,,,,,,,,
4330520521548,,,,0.016515821,0.50413173,-0.12801266,,,,,,,,,,,,,,,,,,,,,,,,
4330520521548,,,,,,,,,,322.162,-0.75919443,1.9755942,,,,,,,,,,,,,,,,,,
4330525770571,,,,,,,,,,,,,,,,,,,,,,,1024.3785,,,,,,,
