unix_time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown
162107532.674,0.3901824951,-0.8795166016,-1.1863250732,,,,,,,,,,,,,,,,,,,,,,,,
1451923582999.99,,,,,,,,,,,,,,52.3944578134011,13.132892707375,66.4453125,8.69999980926514,37.888916015625,5.0,6.0,,,,,,,
162107594.054042,,,,,0.9221818454,0.7528998749,0.3280591020,,,,,,,,,,,,,,,,,,,,
162107.586629167,,,,,,,,,,,-105.7816619873,4.5406951904,330.7332763672,,,,,,,,,,,,,,
162107637.929042,0.3366546631,-0.6047363281,-0.6541900635,,,,,,,,,,,,,,,,,,,,,,,,
162107695.090042,,,,,0.0748047329,1.1892404437,0.5402283524,,,,,,,,,,,,,,,,,,,,
162107.687671208,,,,,,,,,,,-106.4543609619,0.1681671143,330.0793151855,,,,,,,,,,,,,,
162107743.139375,0.4138183594,-0.8809356689,-0.9682464600,,,,,,,,,,,,,,,,,,,,,,,,
162107796.131042,,,,,-0.1389831868,2.1996815782,2.1375444373,,,,,,,,,,,,,,,,,,,,
162107.788709042,,,,,,,,,,,-96.7002410889,4.5406951904,330.0793151855,,,,,,,,,,,,,,
162107848.384417,0.2803192139,-0.7962493896,-1.0007934570,,,,,,,,,,,,,,,,,,,,,,,,
162107897.173042,,,,,0.8439576137,1.6609248886,1.3016527397,,,,,,,,,,,,,,,,,,,,
162107.88981125,,,,,,,,,,,-84.5916900635,3.8679962158,333.6760253906,,,,,,,,,,,,,,
162107953.04125,0.1747894287,-0.9161529541,-0.8742065430,,,,,,,,,,,,,,,,,,,,,,,,
162107998.214417,,,,,0.3603105155,0.5731548772,0.6682156133,,,,,,,,,,,,,,,,,,,,
162107.990866083,,,,,,,,,,,-81.0600280762,7.0633087158,336.7822875977,,,,,,,,,,,,,,
162108058.356792,0.0771484375,-0.6759796143,-0.6699523926,,,,,,,,,,,,,,,,,,,,,,,,
162108099.26725,,,,,0.2771447883,1.3541798637,-1.6568614374,,,,,,,,,,,,,,,,,,,,
162108.091919292,,,,,,,,,,,-84.4235229492,5.3815765381,333.1855468750,,,,,,,,,,,,,,
162108163.446958,0.8356323242,-0.8461761475,-1.2603302002,,,,,,,,,,,,,,,,,,,,,,,,
162108200.338208,,,,,0.1662435700,-1.3591421318,1.8007261985,,,,,,,,,,,,,,,,,,,,
162108.192950792,,,,,,,,,,,-88.4597015381,8.0723571777,334.1664733887,,,,,,,,,,,,,,
162108268.776875,-0.0572052002,-0.5901947021,-1.1596221924,,,,,,,,,,,,,,,,,,,,,,,,
162108301.388208,,,,,2.1913264429,1.6014229456,0.7675232925,,,,,,,,,,,,,,,,,,,,
162108.293988125,,,,,,,,,,,-92.3277130127,2.1862640381,337.5997009277,,,,,,,,,,,,,,
162108374.186917,0.1972045898,-0.6094818115,-0.4406433105,,,,,,,,,,,,,,,,,,,,,,,,
162108402.45,,,,,0.9880993434,1.0019680211,1.3820184192,,,,,,,,,,,,,,,,,,,,
162108.3950965,,,,,,,,,,,-87.2824859619,-4.5407104492,339.2345581055,,,,,,,,,,,,,,
162108479.271,-0.0963592529,-0.6744689941,-0.5440216064,,,,,,,,,,,,,,,,,,,,,,,,
162108503.532542,,,,,0.7158071010,0.9736484987,1.8280441060,,,,,,,,,,,,,,,,,,,,
162108.496147458,,,,,,,,,,,-81.2282104492,-7.2315063477,335.9648437500,,,,,,,,,,,,,,
1451923583999.99,,,,,,,,,,,,,,52.394555211116,13.1329238042358,31.640625,6.88000011444092,37.32177734375,5.0,8.0,,,,,,,
162108584.408792,-0.1389923096,-0.9215240479,-0.4944000244,,,,,,,,,,,,,,,,,,,,,,,,
162108604.570833,,,,,-0.0622615105,-0.1702750632,-0.2348985313,,,,,,,,,,,,,,,,,,,,
162108.597175542,,,,,,,,,,,-80.2191619873,-7.2315063477,338.5806274414,,,,,,,,,,,,,,
162108688.811333,0.1125640869,-1.0825347900,-0.8608398438,,,,,,,,,,,,,,,,,,,,,,,,
162108705.286083,,,,,0.1146472207,1.0020974508,-0.0061316621,,,,,,,,,,,,,,,,,,,,
162108.698231125,,,,,,,,,,,-77.6965484619,-4.3725433350,335.4743652344,,,,,,,,,,,,,,
162108792.901292,0.3533325195,-0.9417419434,-0.7606353760,,,,,,,,,,,,,,,,,,,,,,,,
162108805.923625,,,,,-0.4159141232,0.7741407152,0.1139811641,,,,,,,,,,,,,,,,,,,,
162108.799191083,,,,,,,,,,,-79.8828125000,-4.5407104492,334.9839172363,,,,,,,,,,,,,,
162108896.826542,0.2646789551,-0.7972259521,-0.7847442627,,,,,,,,,,,,,,,,,,,,,,,,
162108906.956375,,,,,0.3239884603,-0.1790602991,0.3560633062,,,,,,,,,,,,,,,,,,,,
162108.900220625,,,,,,,,,,,-79.3782958984,-3.6998443604,334.1664733887,,,,,,,,,,,,,,
162109001.741292,0.2250518799,-1.0589294434,-1.2259674072,,,,,,,,,,,,,,,,,,,,,,,,
162109007.982333,,,,,0.8664413512,-3.1426477980,1.0203265221,,,,,,,,,,,,,,,,,,,,
162109.000674458,,,,,,,,,,,-87.9551849365,-2.8589782715,333.6760253906,,,,,,,,,,,,,,
162109106.957,0.2153930664,-0.8505249023,-0.6914062500,,,,,,,,,,,,,,,,,,,,,,,,
162109109.01375,,,,,2.0194755872,0.1284730215,0.0469203710,,,,,,,,,,,,,,,,,,,,
162109.1012625,,,,,,,,,,,-103.0908660889,-14.6311798096,336.6187744141,,,,,,,,,,,,,,
162109210.040708,,,,,0.7088961979,1.0436374375,0.3744002355,,,,,,,,,,,,,,,,,,,,
162109.202287625,,,,,,,,,,,-98.3819885254,-16.9856109619,340.8694458008,,,,,,,,,,,,,,
162109211.583708,0.1817932129,-1.1466827393,-0.5719757080,,,,,,,,,,,,,,,,,,,,,,,,
162109.30243975,,,,,,,,,,,-94.1776275635,-12.4449005127,336.7822875977,,,,,,,,,,,,,,
162109311.096625,,,,,0.3053463327,0.0783842877,1.1138860344,,,,,,,,,,,,,,,,,,,,
162109315.76075,0.0884399414,-1.2683868408,-1.3294830322,,,,,,,,,,,,,,,,,,,,,,,,
162109412.152375,,,,,1.4967023916,-2.0253422648,1.7568950943,,,,,,,,,,,,,,,,,,,,
162109.403553792,,,,,,,,,,,-102.5863494873,-20.1809234619,341.6868591309,,,,,,,,,,,,,,
162109420.030125,-0.7633666992,-1.1569061279,-0.6110687256,,,,,,,,,,,,,,,,,,,,,,,,
162109513.190708,,,,,0.6625542655,1.1785683583,-0.0389149088,,,,,,,,,,,,,,,,,,,,
162109.504207417,,,,,,,,,,,-102.7545166016,-18.6673583984,342.5042724609,,,,,,,,,,,,,,
1451923584999.99,,,,,,,,,,,,,,52.3946428439137,13.1329072080675,352.265625,7.78000020980835,37.9757080078125,10.0,8.0,,,,,,,
162109525.123375,-0.1866455078,-1.1868438721,-0.7715301514,,,,,,,,,,,,,,,,,,,,,,,,
162109613.858667,,,,,0.7804705164,0.3177723760,1.4408662898,,,,,,,,,,,,,,,,,,,,
162109.605248917,,,,,,,,,,,-94.3458099365,-16.6492614746,342.1773071289,,,,,,,,,,,,,,
162109629.442625,-0.6857147217,-1.1510162354,-0.8881225586,,,,,,,,,,,,,,,,,,,,,,,,
162109714.993583,,,,,0.6706958152,0.1664462365,-0.1552662863,,,,,,,,,,,,,,,,,,,,
162109.706286417,,,,,,,,,,,-100.2319030762,-19.1718750000,344.6296386719,,,,,,,,,,,,,,
162109734.638042,-0.3838043213,-0.8050231934,-0.6153717041,,,,,,,,,,,,,,,,,,,,,,,,
162109816.028,,,,,0.2260501786,1.1616221316,-0.6106745559,,,,,,,,,,,,,,,,,,,,
162109.80732325,,,,,,,,,,,-103.4272155762,-20.0127563477,345.1200561523,,,,,,,,,,,,,,
162109839.848167,-0.1984710693,-0.9886779785,-0.9892272949,,,,,,,,,,,,,,,,,,,,,,,,
162109917.155125,,,,,1.2022846067,1.5852050936,0.3893948977,,,,,,,,,,,,,,,,,,,,
162109.90836025,,,,,,,,,,,-93.8412780762,-19.8445739746,345.2835693359,,,,,,,,,,,,,,
162109945.054708,-0.5544891357,-0.9562530518,-0.5258789062,,,,,,,,,,,,,,,,,,,,,,,,
162110018.212667,,,,,-0.4085438249,1.3568728522,-1.0393076702,,,,,,,,,,,,,,,,,,,,
162110.009452667,,,,,,,,,,,-90.9823150635,-20.0127563477,342.8312683105,,,,,,,,,,,,,,
162110049.653458,-0.0007629395,-1.1009979248,-0.9148559570,,,,,,,,,,,,,,,,,,,,,,,,
162110119.086917,,,,,0.5377678579,1.0096080977,-0.4412615579,,,,,,,,,,,,,,,,,,,,
162110.1105435,,,,,,,,,,,-95.5230255127,-22.8717193604,343.6486816406,,,,,,,,,,,,,,
162110155.029875,-0.1010589600,-0.8689880371,-0.5187530518,,,,,,,,,,,,,,,,,,,,,,,,
162110220.160667,,,,,-0.3791124328,1.0636399078,-0.3836784225,,,,,,,,,,,,,,,,,,,,
162110.211312417,,,,,,,,,,,-87.2824859619,-19.3400573730,342.5042724609,,,,,,,,,,,,,,
162110260.249167,0.1719665527,-1.1742095947,-0.8800201416,,,,,,,,,,,,,,,,,,,,,,,,
162110320.437292,,,,,-0.2313149817,2.8739572146,-0.7642872854,,,,,,,,,,,,,,,,,,,,
162110.311967542,,,,,,,,,,,-78.2010650635,-11.6040344238,341.1964111328,,,,,,,,,,,,,,
162110364.17325,0.0433959961,-0.6789093018,-0.7770690918,,,,,,,,,,,,,,,,,,,,,,,,
162110421.479833,,,,,-0.7923905592,1.6010911158,-1.0947799841,,,,,,,,,,,,,,,,,,,,
162110.412990208,,,,,,,,,,,-85.9370880127,-17.9946594238,335.9648437500,,,,,,,,,,,,,,
162110468.722125,0.3782043457,-0.6780395508,-0.8161773682,,,,,,,,,,,,,,,,,,,,,,,,
162110522.547,,,,,-0.7283015875,0.1555144929,0.1250372774,,,,,,,,,,,,,,,,,,,,
162110.514030042,,,,,,,,,,,-78.2010650635,-6.5588073730,334.0029907227,,,,,,,,,,,,,,
1451923585999.99,,,,,,,,,,,,,,52.3946908303093,13.1329014245543,353.3203125,6.53999996185303,37.6978149414062,10.0,8.0,,,,,,,
162110574.020917,-0.6999359131,-0.6008148193,-1.0502624512,,,,,,,,,,,,,,,,,,,,,,,,
162110623.593542,,,,,2.4108396263,-1.5655967711,-2.5280312311,,,,,,,,,,,,,,,,,,,,
162110.61507125,,,,,,,,,,,-79.0419464111,-9.4177703857,338.7441101074,,,,,,,,,,,,,,
162110679.262667,0.3398284912,-0.6999969482,-0.6052398682,,,,,,,,,,,,,,,,,,,,,,,,
162110724.640167,,,,,-0.8034485366,0.6129923050,0.1788930525,,,,,,,,,,,,,,,,,,,,
162110.71612,,,,,,,,,,,-76.8556823730,-10.2586364746,337.2727050781,,,,,,,,,,,,,,
162110784.45825,-0.1693572998,-0.6355590820,-0.5613708496,,,,,,,,,,,,,,,,,,,,,,,,
162110825.848333,,,,,-1.4299273557,1.3438172376,1.3578265302,,,,,,,,,,,,,,,,,,,,
162110.817157333,,,,,,,,,,,-65.5879974365,-5.0452423096,345.9375000000,,,,,,,,,,,,,,
162110888.254625,0.0693206787,-0.6642456055,-0.5738525391,,,,,,,,,,,,,,,,,,,,,,,,
162110926.82325,,,,,-3.4005666938,2.7694936556,-0.4461196963,,,,,,,,,,,,,,,,,,,,
162110.918195417,,,,,,,,,,,-57.3474578857,4.8770446777,368.3351745605,,,,,,,,,,,,,,
162110993.458375,-0.6672363281,-0.0476226807,-1.1195220947,,,,,,,,,,,,,,,,,,,,,,,,
162111027.859458,,,,,-0.6800991707,1.8202431745,0.5900108226,,,,,,,,,,,,,,,,,,,,
162111.0192245,,,,,,,,,,,-60.8791198730,-2.0180969238,372.4223327637,,,,,,,,,,,,,,
162111098.738042,-0.1036987305,-1.0029754639,-1.0203247070,,,,,,,,,,,,,,,,,,,,,,,,
162111128.919792,,,,,-1.4975343631,-0.0221098297,-0.8548965478,,,,,,,,,,,,,,,,,,,,
162111.119849,,,,,,,,,,,-59.1973724365,1.6817321777,376.3460083008,,,,,,,,,,,,,,
162111203.999833,0.3054962158,-0.2459411621,-0.7683258057,,,,,,,,,,,,,,,,,,,,,,,,
162111.219976583,,,,,,,,,,,-58.6928405762,3.5316467285,379.4522705078,,,,,,,,,,,,,,
162111229.97975,,,,,1.0968109107,-0.2226463924,-0.3613153261,,,,,,,,,,,,,,,,,,,,
162111308.961083,0.4816589355,-0.2701721191,-0.6084899902,,,,,,,,,,,,,,,,,,,,,,,,
162111.321018708,,,,,,,,,,,-62.0563354492,3.5316467285,378.1443481445,,,,,,,,,,,,,,
162111331.028583,,,,,-1.5929122818,-0.6008855746,0.2327427024,,,,,,,,,,,,,,,,,,,,
162111414.179875,-0.1360321045,-0.4024810791,-0.8978729248,,,,,,,,,,,,,,,,,,,,,,,,
162111.422071625,,,,,,,,,,,-61.7199859619,1.5135650635,372.5858154297,,,,,,,,,,,,,,
162111432.066,,,,,0.8672879701,0.5319384646,0.0599996878,,,,,,,,,,,,,,,,,,,,
162111518.466833,0.1119995117,-0.5194091797,-0.9514770508,,,,,,,,,,,,,,,,,,,,,,,,
1451923586999.99,,,,,,,,,,,,,,52.3947492940839,13.1328903604421,353.3203125,6.53999996185303,37.677001953125,10.0,8.0,,,,,,,
162111.523120708,,,,,,,,,,,-60.7109375000,2.1862640381,378.1443481445,,,,,,,,,,,,,,
162111533.114083,,,,,-0.4764248716,-0.2683752652,0.1280389263,,,,,,,,,,,,,,,,,,,,
162111623.717875,0.3836212158,-0.3135070801,-0.8865051270,,,,,,,,,,,,,,,,,,,,,,,,
162111.623791292,,,,,,,,,,,-61.0472869873,2.5226135254,379.1252746582,,,,,,,,,,,,,,
162111634.243792,,,,,0.2029664309,0.1971729903,-0.3817036885,,,,,,,,,,,,,,,,,,,,
162111728.914125,0.1313934326,-0.4010009766,-0.9654235840,,,,,,,,,,,,,,,,,,,,,,,,
162111.724832792,,,,,,,,,,,-64.2425994873,3.6998291016,371.7683715820,,,,,,,,,,,,,,
162111735.281083,,,,,0.1719946664,-0.3774879045,-0.6819860204,,,,,,,,,,,,,,,,,,,,
162111834.123542,0.3971862793,-0.3285064697,-0.8447723389,,,,,,,,,,,,,,,,,,,,,,,,
162111.825870333,,,,,,,,,,,-64.2425994873,6.7269592285,375.6920776367,,,,,,,,,,,,,,
162111836.323708,,,,,-0.2869638633,0.0428902094,-0.4166289157,,,,,,,,,,,,,,,,,,,,
162111.926909583,,,,,,,,,,,-63.4017333984,5.5497436523,377.4904174805,,,,,,,,,,,,,,
162111937.366458,,,,,0.6066718247,0.1206984553,-0.0438028747,,,,,,,,,,,,,,,,,,,,
162111938.652542,0.1189575195,-0.3052062988,-1.0478363037,,,,,,,,,,,,,,,,,,,,,,,,
162112.027953875,,,,,,,,,,,-65.0834655762,6.5587921143,369.3161010742,,,,,,,,,,,,,,
162112038.409,,,,,-0.0280223136,0.1859698705,-0.3578537494,,,,,,,,,,,,,,,,,,,,
162112043.857375,0.1511230469,-0.0651550293,-0.8495941162,,,,,,,,,,,,,,,,,,,,,,,,
162112.128104875,,,,,,,,,,,-63.5699005127,10.4268035889,374.3841552734,,,,,,,,,,,,,,
162112139.125958,,,,,-0.6196462129,-0.1519607707,0.2826063991,,,,,,,,,,,,,,,,,,,,
162112149.050583,0.0436706543,-0.1741790771,-1.1876983643,,,,,,,,,,,,,,,,,,,,,,,,
162112.229145083,,,,,,,,,,,-62.0563354492,10.5949707031,378.4713134766,,,,,,,,,,,,,,
162112240.168208,,,,,0.8315014766,-0.1440391981,0.0847175511,,,,,,,,,,,,,,,,,,,,
162112253.983417,-0.0385742188,-0.1676483154,-1.3675079346,,,,,,,,,,,,,,,,,,,,,,,,
162112.3301865,,,,,,,,,,,-62.5608520508,6.7269592285,365.2289428711,,,,,,,,,,,,,,
162112341.214125,,,,,1.2119028793,-0.1879147770,0.1119393185,,,,,,,,,,,,,,,,,,,,
162112359.22475,0.0665435791,-0.2464141846,-0.7099456787,,,,,,,,,,,,,,,,,,,,,,,,
162112.431224125,,,,,,,,,,,-54.1521453857,1.0090332031,362.6131591797,,,,,,,,,,,,,,
162112442.25525,,,,,0.7764014726,-1.9654003676,4.6297223296,,,,,,,,,,,,,,,,,,,,
162112464.4815,-0.6622772217,-0.1801300049,-0.2539520264,,,,,,,,,,,,,,,,,,,,,,,,
162112.532280667,,,,,,,,,,,-43.5571594238,4.2043457031,368.0081787109,,,,,,,,,,,,,,
162112543.280458,,,,,0.0086582030,-1.0565614919,-0.1884705788,,,,,,,,,,,,,,,,,,,,
1451923587999.99,,,,,,,,,,,,,,52.3946525250118,13.1324557587627,259.453125,12.4799995422363,36.9404907226562,10.0,12.0,,,,,,,
162112569.281208,-0.0069427490,-0.2877502441,-1.0618896484,,,,,,,,,,,,,,,,,,,,,,,,
162112.632461708,,,,,,,,,,,-44.9025573730,5.5497436523,358.8529663086,,,,,,,,,,,,,,
162112644.328125,,,,,-0.0033023198,-0.3675308778,-1.2954992396,,,,,,,,,,,,,,,,,,,,
162112674.533792,-0.0574645996,-0.4584808350,-0.9711761475,,,,,,,,,,,,,,,,,,,,,,,,
162112.733499417,,,,,,,,,,,-44.5662078857,15.3038635254,369.9700317383,,,,,,,,,,,,,,
162112745.365125,,,,,-1.5248671843,1.8493208989,-0.6009247231,,,,,,,,,,,,,,,,,,,,
162112779.593667,0.0626525879,-0.3223266602,-0.9439392090,,,,,,,,,,,,,,,,,,,,,,,,
162112.834539333,,,,,,,,,,,-44.0616760254,21.1899566650,370.1335144043,,,,,,,,,,,,,,
162112846.403167,,,,,-0.2004585321,0.0330170722,-1.4335785495,,,,,,,,,,,,,,,,,,,,
162112884.882083,0.1230163574,-0.2517242432,-0.7446594238,,,,,,,,,,,,,,,,,,,,,,,,
162112.935577458,,,,,,,,,,,-47.4251708984,18.4991607666,381.2506103516,,,,,,,,,,,,,,
162112947.450875,,,,,-2.9953092097,0.3281784117,1.4968382128,,,,,,,,,,,,,,,,,,,,
162112989.59725,-0.0992126465,-0.1209869385,-1.0764007568,,,,,,,,,,,,,,,,,,,,,,,,
162113.036614958,,,,,,,,,,,-47.5933380127,18.6673431396,386.9726257324,,,,,,,,,,,,,,
162113048.492583,,,,,-1.2494814139,-0.8131291272,-0.3131049199,,,,,,,,,,,,,,,,,,,,
162113094.879792,-0.0304565430,0.0006866455,-1.2455444336,,,,,,,,,,,,,,,,,,,,,,,,
162113.137015542,,,,,,,,,,,-47.7615203857,17.8264770508,396.9453125000,,,,,,,,,,,,,,
162113149.533375,,,,,-1.4066518604,1.1150644832,-0.9080955875,,,,,,,,,,,,,,,,,,,,
162113200.085,-0.0068817139,0.2774353027,-1.0505371094,,,,,,,,,,,,,,,,,,,,,,,,
162113.238052208,,,,,,,,,,,-47.5933380127,17.6582946777,396.7818298340,,,,,,,,,,,,,,
162113250.579958,,,,,1.3243553890,0.5655177301,0.1848902250,,,,,,,,,,,,,,,,,,,,
162113305.278125,0.0265502930,0.0640106201,-1.0429992676,,,,,,,,,,,,,,,,,,,,,,,,
162113.3390905,,,,,,,,,,,-48.7705688477,15.8083801270,392.3676757812,,,,,,,,,,,,,,
162113351.616875,,,,,0.2721052886,2.3097457650,1.2002347717,,,,,,,,,,,,,,,,,,,,
162113410.479583,0.4118499756,-0.0618438721,-1.4200744629,,,,,,,,,,,,,,,,,,,,,,,,
162113.440134958,,,,,,,,,,,-46.7524719238,7.3996582031,403.1578063965,,,,,,,,,,,,,,
162113452.811875,,,,,2.4042738689,-1.3642434169,-0.0223002457,,,,,,,,,,,,,,,,,,,,
162113515.744542,0.4307250977,-0.1509094238,-1.4865722656,,,,,,,,,,,,,,,,,,,,,,,,
1451923588999.99,,,,,,,,,,,,,,52.3946241941791,13.132255850372,259.1015625,13.5799999237061,36.4344482421875,10.0,12.0,,,,,,,
162113.541174,,,,,,,,,,,-45.2389068604,3.5316467285,375.2015991211,,,,,,,,,,,,,,
162113553.942333,,,,,4.4761388948,-3.5468083261,0.5491520726,,,,,,,,,,,,,,,,,,,,
162113620.996208,-0.1593170166,-0.4299774170,-0.2900543213,,,,,,,,,,,,,,,,,,,,,,,,
162113.6420855,,,,,,,,,,,-56.8429260254,-10.4268188477,355.0927734375,,,,,,,,,,,,,,
162113654.976458,,,,,0.9033799281,-0.9695855802,-0.3144018793,,,,,,,,,,,,,,,,,,,,
162113726.292167,-0.0879364014,-0.6973266602,-0.3263092041,,,,,,,,,,,,,,,,,,,,,,,,
162113.743134208,,,,,,,,,,,-63.0653839111,-15.9765625000,352.6404418945,,,,,,,,,,,,,,
162113756.01525,,,,,0.4988659986,-1.6290196861,-0.8842946505,,,,,,,,,,,,,,,,,,,,
162113831.493583,-0.0382080078,-0.5993041992,-0.5321350098,,,,,,,,,,,,,,,,,,,,,,,,
162113.844185292,,,,,,,,,,,-64.4107818604,-15.3038787842,348.3898315430,,,,,,,,,,,,,,
162113857.053708,,,,,0.0249271878,0.0504788869,-0.1324986558,,,,,,,,,,,,,,,,,,,,
162113936.780375,-0.0804595947,-0.5692749023,-0.7411346436,,,,,,,,,,,,,,,,,,,,,,,,
162113.945298417,,,,,,,,,,,-68.2787780762,-17.4901428223,346.2644653320,,,,,,,,,,,,,,
162113957.893042,,,,,0.3993593813,0.0312335533,0.2304262849,,,,,,,,,,,,,,,,,,,,
162114041.270042,-0.0402526855,-0.7296600342,-0.8799896240,,,,,,,,,,,,,,,,,,,,,,,,
162114.046407958,,,,,,,,,,,-62.0563354492,-16.3129119873,345.4470520020,,,,,,,,,,,,,,
162114058.916875,,,,,-1.0664980122,1.6972908859,0.2495472489,,,,,,,,,,,,,,,,,,,,
162114146.670833,0.0812072754,-0.4530029297,-1.0319519043,,,,,,,,,,,,,,,,,,,,,,,,
162114.146751042,,,,,,,,,,,-49.6114349365,-10.2586364746,360.8147888184,,,,,,,,,,,,,,
162114159.831417,,,,,-0.6252766681,2.4976834452,0.3725312291,,,,,,,,,,,,,,,,,,,,
162114250.976542,0.1858673096,-0.5689086914,-0.7723693848,,,,,,,,,,,,,,,,,,,,,,,,
162114.247795792,,,,,,,,,,,-48.0978698730,-12.1085662842,362.6131591797,,,,,,,,,,,,,,
162114260.91575,,,,,-0.1159231412,0.8605741410,0.4833163336,,,,,,,,,,,,,,,,,,,,
162114355.196083,0.1654357910,-0.4137420654,-0.7039489746,,,,,,,,,,,,,,,,,,,,,,,,
162114.348824125,,,,,,,,,,,-46.5842895508,-15.9765625000,358.8529663086,,,,,,,,,,,,,,
162114361.950875,,,,,-0.1707416491,0.0253378472,0.1629638871,,,,,,,,,,,,,,,,,,,,
162114.449865542,,,,,,,,,,,-45.7434234619,-9.7541198730,361.6322021484,,,,,,,,,,,,,,
162114459.67075,0.3429718018,-0.5460968018,-1.0690612793,,,,,,,,,,,,,,,,,,,,,,,,
162114462.996292,,,,,-0.2802500341,-0.7395561063,-0.0021968416,,,,,,,,,,,,,,,,,,,,
1451923589999.99,,,,,,,,,,,,,,52.3945758725073,13.1320486497256,259.8046875,13.5699996948242,35.8291625976562,10.0,12.0,,,,,,,
162114.550087458,,,,,,,,,,,-48.6023864746,-13.2857818604,358.8529663086,,,,,,,,,,,,,,
162114564.040208,,,,,0.2888065044,-0.7666068987,0.0688017015,,,,,,,,,,,,,,,,,,,,
162114564.1285,0.1625518799,-0.4580841064,-0.7634582520,,,,,,,,,,,,,,,,,,,,,,,,
162114.651127333,,,,,,,,,,,-54.9930114746,-18.3310089111,348.0628356934,,,,,,,,,,,,,,
162114665.082125,,,,,0.4724796648,-1.7416114791,0.0175901790,,,,,,,,,,,,,,,,,,,,
162114669.379667,-0.1807403564,-0.4853363037,-0.5923309326,,,,,,,,,,,,,,,,,,,,,,,,
162114.752154625,,,,,,,,,,,-52.6385650635,-10.5949859619,349.3707275391,,,,,,,,,,,,,,
162114766.119333,,,,,-0.6952727974,0.1898386446,-0.6871014202,,,,,,,,,,,,,,,,,,,,
162114774.676542,-0.2070312500,-0.4801025391,-0.7724456787,,,,,,,,,,,,,,,,,,,,,,,,
162114.853184958,,,,,,,,,,,-48.0978698730,-2.3544464111,351.4960327148,,,,,,,,,,,,,,
162114867.019958,,,,,0.1314512346,-0.0473784347,-0.2537422602,,,,,,,,,,,,,,,,,,,,
162114880.106167,-0.1053619385,-0.5106506348,-1.0721130371,,,,,,,,,,,,,,,,,,,,,,,,
162114.954300917,,,,,,,,,,,-50.2841339111,-6.5588073730,347.0819091797,,,,,,,,,,,,,,
162114968.148833,,,,,0.1919835546,0.3367556546,-0.1912879369,,,,,,,,,,,,,,,,,,,,
162114985.480583,-0.0513763428,-0.4692687988,-0.7719573975,,,,,,,,,,,,,,,,,,,,,,,,
162115.055337833,,,,,,,,,,,-44.7343750000,-0.6726989746,348.2263183594,,,,,,,,,,,,,,
162115069.19675,,,,,-0.1704556256,0.0886792696,-0.3357628281,,,,,,,,,,,,,,,,,,,,
162115090.325417,-0.0295867920,-0.4853363037,-0.9640960693,,,,,,,,,,,,,,,,,,,,,,,,
162115.156380875,,,,,,,,,,,-42.5481109619,1.8499145508,349.6976928711,,,,,,,,,,,,,,
162115170.233833,,,,,-0.0803465048,0.5787254112,-0.1859783926,,,,,,,,,,,,,,,,,,,,
162115194.992,0.0054473877,-0.4631195068,-0.8775482178,,,,,,,,,,,,,,,,,,,,,,,,
162115.257453958,,,,,,,,,,,-40.8663635254,5.2133941650,346.7549438477,,,,,,,,,,,,,,
162115271.272417,,,,,0.1049184269,0.4124874339,0.0196501341,,,,,,,,,,,,,,,,,,,,
162115299.62225,0.0395050049,-0.4037933350,-0.8724670410,,,,,,,,,,,,,,,,,,,,,,,,
162115.358524042,,,,,,,,,,,-41.5390625000,1.1772155762,345.7740478516,,,,,,,,,,,,,,
162115372.375875,,,,,0.4817738307,0.0654043069,0.2263971885,,,,,,,,,,,,,,,,,,,,
162115404.756333,-0.0378570557,-0.4226226807,-0.7297210693,,,,,,,,,,,,,,,,,,,,,,,,
162115.459563875,,,,,,,,,,,-38.8482818604,0.8408660889,348.0628356934,,,,,,,,,,,,,,
162115473.239667,,,,,-0.0647347882,-0.2827336982,0.2023608281,,,,,,,,,,,,,,,,,,,,
162115509.274292,-0.1095428467,-0.4531402588,-0.9748840332,,,,,,,,,,,,,,,,,,,,,,,,
1451923590999.99,,,,,,,,,,,,,,52.3945543310162,13.1318524293724,259.8046875,13.5699996948242,35.884765625,10.0,12.0,,,,,,,
162115.560586875,,,,,,,,,,,-40.8663635254,1.1772155762,342.8312683105,,,,,,,,,,,,,,
162115574.384375,,,,,0.0175616832,-0.0171662038,0.0436145892,,,,,,,,,,,,,,,,,,,,
162115613.789583,-0.1430053711,-0.3920440674,-0.7709350586,,,,,,,,,,,,,,,,,,,,,,,,
162115.66162775,,,,,,,,,,,-39.1846313477,4.2043457031,341.8503417969,,,,,,,,,,,,,,
162115675.493167,,,,,-0.5151328528,0.2626539962,-0.1917667732,,,,,,,,,,,,,,,,,,,,
162115719.094417,0.1078491211,-0.5338134766,-1.1354217529,,,,,,,,,,,,,,,,,,,,,,,,
162115.76266625,,,,,,,,,,,-33.2985229492,8.0723571777,349.8612060547,,,,,,,,,,,,,,
162115776.512708,,,,,0.1841075220,-0.3703559591,0.3213639151,,,,,,,,,,,,,,,,,,,,
162115824.042625,-0.1523132324,-0.4472808838,-0.8191070557,,,,,,,,,,,,,,,,,,,,,,,,
162115.863695708,,,,,,,,,,,-36.1574859619,5.8860931396,344.4661254883,,,,,,,,,,,,,,
162115877.535792,,,,,-0.2759112121,0.0878142748,-0.2594840355,,,,,,,,,,,,,,,,,,,,
